Distance_cm,Timestamp
322,1774017479.3307056
324,1774017479.4231172
319,1774017479.5153637
319,1774017479.6073904
319,1774017479.6993785
320,1774017479.791349
319,1774017479.883289
320,1774017479.9752092
321,1774017480.067154
317,1774017480.1591103
321,1774017480.2510607
314,1774017480.3429892
319,1774017480.435041
318,1774017480.5270865
320,1774017480.6190486
320,1774017480.7110178
316,1774017480.8029919
322,1774017480.8948963
324,1774017480.9867892
324,1774017481.0786765
321,1774017481.1705863
319,1774017481.262486
322,1774017481.3544028
319,1774017481.4464052
317,1774017481.538464
324,1774017481.6304789
318,1774017481.722403
320,1774017481.8143072
321,1774017481.9061859
320,1774017481.9980617
321,1774017482.0899422
320,1774017482.181851
323,1774017482.2737293
315,1774017482.3655996
319,1774017482.45756
322,1774017482.5495512
319,1774017482.641479
319,1774017482.7333958
325,1774017482.825289
320,1774017482.9171846
321,1774017483.0090806
320,1774017483.1009614
324,1774017483.192856
323,1774017483.2847316
326,1774017483.3766053
319,1774017483.4686139
319,1774017483.5696015
319,1774017483.7108762
319,1774017483.8576574
320,1774017484.0043688
321,1774017484.1511066
322,1774017484.297872
321,1774017484.4448218
321,1774017484.591754
320,1774017484.7385492
318,1774017484.8853607
315,1774017485.0321074
318,1774017485.1788132
321,1774017485.3254583
321,1774017485.4722562
316,1774017485.6191018
314,1774017485.7657995
312,1774017485.9125218
312,1774017486.0592048
317,1774017486.2058876
314,1774017486.352645
306,1774017486.4994378
307,1774017486.6464021
307,1774017486.7932503
307,1774017486.9399586
306,1774017487.0866523
305,1774017487.2334764
300,1774017487.380247
300,1774017487.5270207
297,1774017487.6643353
300,1774017487.8110764
291,1774017487.9577641
291,1774017488.1044846
286,1774017488.2512724
287,1774017488.397971
280,1774017488.5447686
240,1774017517.270654
240,1774017517.362965
238,1774017517.455092
235,1774017517.5472188
239,1774017517.639275
232,1774017517.7312825
238,1774017517.8232708
237,1774017517.9152682
235,1774017518.0072145
236,1774017518.0991647
239,1774017518.1911054
239,1774017518.2830782
240,1774017518.3750677
238,1774017518.4671776
240,1774017518.5592344
235,1774017518.6512055
238,1774017518.743169
241,1774017518.8350792
233,1774017518.9269865
241,1774017519.0189085
238,1774017519.1108422
237,1774017519.2027774
237,1774017519.294687
239,1774017519.386577
237,1774017519.478565
238,1774017519.5706148
238,1774017519.6626487
240,1774017519.7546542
241,1774017519.846588
236,1774017519.9385042
238,1774017520.030419
234,1774017520.1223102
232,1774017520.214208
239,1774017520.306086
241,1774017520.3979685
237,1774017520.4899006
236,1774017520.5818903
235,1774017520.6737862
236,1774017520.7656658
235,1774017520.8575552
240,1774017520.9494436
235,1774017521.0413337
236,1774017521.1332104
235,1774017521.2250931
237,1774017521.3169599
237,1774017521.408949
233,1774017521.5158195
237,1774017525.8596368
234,1774017529.3824873
243,1774017529.4749482
242,1774017529.5670602
238,1774017529.6590269
241,1774017529.7509832
238,1774017529.842921
239,1774017529.9348497
238,1774017530.026934
240,1774017530.1189451
242,1774017530.2109673
238,1774017530.3029716
240,1774017530.3949783
238,1774017530.4870708
239,1774017534.6948712
237,1774017534.8396122
239,1774017534.986562
235,1774017535.1335135
238,1774017535.2802982
240,1774017535.4271796
241,1774017535.5747192
238,1774017535.7216995
239,1774017535.8685737
237,1774017536.0155365
240,1774017536.1623268
244,1774017536.3092675
241,1774017536.456408
239,1774017536.6035829
235,1774017536.7505803
235,1774017536.897479
243,1774017537.044266
235,1774017537.1909893
239,1774017537.3377454
238,1774017537.4846466
243,1774017537.631586
240,1774017537.7783413
236,1774017537.9250827
233,1774017538.0718431
235,1774017538.218644
237,1774017538.3654592
240,1774017538.5052383
239,1774017538.6491876
231,1774017538.795935
233,1774017542.3317678
239,1774017542.4241543
239,1774017542.516299
240,1774017542.6082826
237,1774017542.7003303
234,1774017542.7923841
236,1774017542.884421
238,1774017542.976433
234,1774017543.068481
238,1774017543.1604178
236,1774017543.252458
237,1774017543.344504
235,1774017543.4366448
235,1774017543.528957
233,1774017543.6211956
230,1774017543.7131922
234,1774017543.8053827
233,1774017543.8973188
238,1774017543.9892378
237,1774017544.0811338
229,1774017544.1732385
233,1774017544.26516
236,1774017544.357201
234,1774017544.4493248
234,1774017544.5413296
234,1774017544.6332915
232,1774017544.7253668
239,1774017544.8172789
236,1774017544.917848
232,1774017545.0561929
230,1774017545.2029471
232,1774017545.349696
235,1774017545.4911263
233,1774017545.6350982
238,1774017548.405601
236,1774017548.4978063
230,1774017548.589824
237,1774017548.6818006
239,1774017548.7737546
241,1774017548.865695
239,1774017548.9576027
236,1774017549.0495458
238,1774017549.141459
239,1774017549.2333915
236,1774017549.325324
235,1774017549.4173775
238,1774017549.5093932
239,1774017549.6013277
239,1774017549.693245
245,1774017549.7851865
242,1774017549.8770852
240,1774017549.9689674
241,1774017550.0608575
245,1774017550.1527448
239,1774017550.2446404
242,1774017550.3365214
244,1774017550.4285386
245,1774017550.5205548
242,1774017550.6124728
244,1774017550.7043722
243,1774017550.796275
244,1774017550.888153
242,1774017550.9800231
247,1774017551.0719168
242,1774017551.1637967
246,1774017551.255693
242,1774017551.347575
247,1774017551.4395638
244,1774017551.5315683
242,1774017551.6234927
244,1774017551.7154052
244,1774017551.841582
248,1774017551.988325
245,1774017552.1350474
250,1774017552.281742
246,1774017552.4285734
250,1774017552.5754137
251,1774017552.7221227
248,1774017552.8689356
247,1774017553.0156844
246,1774017555.9354994
255,1774017556.027701
241,1774017573.0721967
241,1774017573.1645272
237,1774017573.256666
237,1774017573.3487194
237,1774017573.4408615
237,1774017573.5329301
239,1774017573.6248727
239,1774017573.716815
239,1774017573.8087802
235,1774017573.900727
