X_mm,Y_mm,Timestamp
412,619,1771845069.9485703
417,621,1771845070.0202634
302,616,1771845070.0935283
284,614,1771845070.1488125
276,611,1771845070.2198782
264,609,1771845070.2198782
259,606,1771845070.2644272
171,603,1771845070.3279572
253,600,1771845070.390979
247,424,1771845070.454439
247,597,1771845070.454439
243,594,1771845070.5261493
245,595,1771845070.581078
245,590,1771845070.651091
241,587,1771845070.7079756
240,586,1771845070.7079756
240,588,1771845070.7713506
235,585,1771845070.8346503
236,579,1771845070.89765
236,575,1771845070.89765
240,574,1771845070.9612098
239,572,1771845071.062441
240,568,1771845071.0629754
241,572,1771845071.105611
241,565,1771845071.1580048
242,567,1771845071.2015798
242,560,1771845071.273209
240,562,1771845071.3387053
240,559,1771845071.3994412
240,486,1771845071.4624772
240,551,1771845071.4728043
244,549,1771845071.5254607
245,551,1771845071.5805588
248,548,1771845071.6441371
243,542,1771845071.7066572
243,544,1771845071.7066572
240,537,1771845071.7780356
240,534,1771845071.8413565
243,537,1771845071.904599
239,531,1771845071.9046993
240,531,1771845071.9704394
239,530,1771845072.023225
245,524,1771845072.0863113
245,521,1771845072.149838
243,523,1771845072.149838
245,517,1771845072.2214773
243,519,1771845072.2844956
240,512,1771845072.3499274
241,510,1771845072.4236746
239,512,1771845072.4236746
240,509,1771845072.497697
238,503,1771845072.497697
240,501,1771845072.5504205
243,503,1771845072.6241477
240,500,1771845072.6876502
243,494,1771845072.740538
243,501,1771845072.8122678
243,489,1771845072.8122678
243,492,1771845072.8671598
247,485,1771845072.930452
257,486,1771845072.993976
262,488,1771845072.993976
251,479,1771845073.0653963
253,479,1771845073.1287446
257,477,1771845073.1920533
272,475,1771845073.2562995
265,472,1771845073.2970912
254,470,1771845073.3490324
249,468,1771845073.3502078
250,467,1771845073.4025898
265,463,1771845073.4596417
287,461,1771845073.526211
281,464,1771845073.5895967
259,456,1771845073.6633124
251,455,1771845073.6634066
252,453,1771845073.716245
268,450,1771845073.779521
407,448,1771845073.842401
248,444,1771845073.842401
243,442,1771845073.9143775
254,440,1771845073.9694705
255,438,1771845074.0327623
257,440,1771845074.0958073
252,435,1771845074.0958073
249,432,1771845074.1591573
344,430,1771845074.2224238
277,430,1771845074.2935698
260,424,1771845074.3486004
256,423,1771845074.3486004
399,421,1771845074.4202828
404,417,1771845074.475157
404,416,1771845074.5464022
244,414,1771845074.5464022
238,412,1771845074.6013207
236,409,1771845074.664742
239,407,1771845074.7283876
238,405,1771845074.7808232
236,401,1771845074.8334506
234,306,1771845074.9050741
234,398,1771845074.907371
236,395,1771845074.99182
236,396,1771845074.99182
236,389,1771845075.0447109
239,388,1771845075.126658
239,385,1771845075.171218
244,384,1771845075.2345715
276,386,1771845075.2979748
280,379,1771845075.2979748
277,377,1771845075.369708
276,375,1771845075.3930962
271,373,1771845075.4456558
267,370,1771845075.5062947
258,368,1771845075.5670614
256,370,1771845075.6226485
254,363,1771845075.679708
251,361,1771845075.7544453
247,359,1771845075.7544453
248,360,1771845075.8095453
252,354,1771845075.8729203
261,352,1771845075.9574447
265,350,1771845075.9574447
255,347,1771845076.0102184
247,345,1771845076.0736647
247,343,1771845076.134803
249,340,1771845076.1899168
255,338,1771845076.1899168
272,337,1771845076.2821972
267,333,1771845076.3161695
250,331,1771845076.379477
245,329,1771845076.4429007
251,327,1771845076.4429007
283,324,1771845076.5145009
280,322,1771845076.5694456
265,320,1771845076.6433613
259,317,1771845076.6433613
259,319,1771845076.696005
528,313,1771845076.759404
474,312,1771845076.8230069
291,308,1771845076.8861911
273,306,1771845076.8861911
269,304,1771845076.949558
268,301,1771845077.0127454
417,303,1771845077.0761206
299,298,1771845077.1394491
287,294,1771845077.1394491
293,293,1771845077.2025716
260,290,1771845077.2657955
404,287,1771845077.329097
287,285,1771845077.4007373
282,284,1771845077.4007373
305,280,1771845077.4666831
404,278,1771845077.5278218
289,281,1771845077.5828805
285,274,1771845077.6462245
401,271,1771845077.6462245
417,270,1771845077.7183907
297,272,1771845077.771926
308,265,1771845077.8438013
419,262,1771845077.9094439
432,260,1771845077.9094439
281,257,1771845077.9621758
285,257,1771845078.0256326
608,254,1771845078.0888498
571,252,1771845078.0888498
289,254,1771845078.152031
278,251,1771845078.215416
268,245,1771845078.2976468
268,243,1771845078.2976468
267,240,1771845078.3421574
265,242,1771845078.4136064
260,236,1771845078.4688184
261,234,1771845078.5428452
260,231,1771845078.5428452
260,229,1771845078.5955875
259,225,1771845078.6671872
257,224,1771845078.73039
256,222,1771845078.7857034
256,220,1771845078.7857034
259,217,1771845078.8489747
258,214,1771845078.9122837
258,213,1771845078.9756665
257,215,1771845079.0389063
258,208,1771845079.0472007
258,206,1771845079.1022863
260,203,1771845079.1758432
257,201,1771845079.2371597
257,199,1771845079.2920263
257,197,1771845079.3003187
258,194,1771845079.3553855
262,192,1771845079.4291615
263,194,1771845079.4922936
258,186,1771845079.5640411
254,185,1771845079.5663354
254,184,1771845079.6169538
253,183,1771845079.6719465
254,184,1771845079.7561877
253,185,1771845079.7561877
254,187,1771845079.8227842
257,193,1771845079.8763847
258,194,1771845079.9491615
258,193,1771845080.01266
259,196,1771845080.01266
260,200,1771845080.096867
259,200,1771845080.1497915
258,207,1771845080.202461
259,205,1771845080.202461
260,207,1771845080.2653124
257,209,1771845080.3287876
258,212,1771845080.3922448
257,214,1771845080.3922448
258,216,1771845080.4558809
255,223,1771845080.519187
257,221,1771845080.5900505
257,223,1771845080.6454146
256,226,1771845080.6454146
256,231,1771845080.6878924
260,234,1771845080.7595112
261,232,1771845080.8148396
260,233,1771845080.8887618
261,236,1771845080.9592633
260,244,1771845081.0037932
264,242,1771845081.0037932
268,244,1771845081.0750477
268,246,1771845081.1300495
272,253,1771845081.2037911
276,251,1771845081.2037911
314,253,1771845081.2562275
593,254,1771845081.3279023
281,257,1771845081.3913271
278,259,1771845081.4464557
297,262,1771845081.4464557
409,265,1771845081.5104935
432,266,1771845081.5632582
293,269,1771845081.634644
305,272,1771845081.70869
414,273,1771845081.7108624
291,276,1771845081.7531936
286,283,1771845081.8164144
402,281,1771845081.879062
408,283,1771845081.9424977
291,286,1771845082.0137358
287,287,1771845082.0137358
294,290,1771845082.0689569
403,293,1771845082.1354575
296,293,1771845082.1954093
284,300,1771845082.2563176
286,303,1771845082.2563176
405,300,1771845082.3137145
277,303,1771845082.3762171
264,309,1771845082.4408364
266,308,1771845082.5248022
274,309,1771845082.5248022
471,312,1771845082.5881975
548,314,1771845082.651392
263,316,1771845082.651469
255,319,1771845082.7251043
257,321,1771845082.7772121
274,323,1771845082.8322644
287,327,1771845082.9039645
255,329,1771845082.9039645
246,332,1771845082.9706652
244,333,1771845083.031729
254,335,1771845083.097343
266,337,1771845083.1605952
263,339,1771845083.1605952
248,341,1771845083.213429
241,344,1771845083.2874594
242,346,1771845083.350792
249,349,1771845083.4034936
264,351,1771845083.4140947
263,353,1771845083.4668062
256,355,1771845083.5405242
250,358,1771845083.6248682
252,360,1771845083.6248682
249,361,1771845083.6882012
251,369,1771845083.7490847
249,367,1771845083.7490847
259,369,1771845083.8218806
268,372,1771845083.8662786
273,378,1771845083.9293075
273,376,1771845084.000814
276,378,1771845084.000814
280,381,1771845084.0641034
283,381,1771845084.1191072
248,385,1771845084.1905699
249,386,1771845084.2539172
239,390,1771845084.256144
244,392,1771845084.3189912
100,395,1771845084.37784
234,397,1771845084.4342754
236,398,1771845084.4976344
235,401,1771845084.4976344
236,403,1771845084.5690167
236,405,1771845084.6323066
239,407,1771845084.6873863
235,411,1771845084.7508497
240,413,1771845084.7508497
241,414,1771845084.8141513
244,418,1771845084.8775609
408,418,1771845084.9410977
403,422,1771845084.9410977
258,425,1771845085.023363
253,427,1771845085.0784748
266,429,1771845085.1736813
403,430,1771845085.2369528
373,433,1771845085.2369528
248,436,1771845085.2789986
248,438,1771845085.3421693
258,439,1771845085.40536
248,443,1771845085.40536
244,445,1771845085.468729
249,447,1771845085.5320466
408,449,1771845085.5954542
268,452,1771845085.6801775
256,453,1771845085.6884718
253,457,1771845085.7435803
249,459,1771845085.8175836
281,462,1771845085.8175836
289,463,1771845085.880944
273,464,1771845085.9337256
257,467,1771845086.0075307
249,469,1771845086.0160375
252,473,1771845086.0605838
202,475,1771845086.1240034
272,478,1771845086.1873481
256,480,1771845086.2506232
247,481,1771845086.2506232
253,483,1771845086.3139076
121,485,1771845086.3771617
265,488,1771845086.44848
249,375,1771845086.511954
247,494,1771845086.511954
243,495,1771845086.569088
243,497,1771845086.6295283
244,495,1771845086.6820211
243,499,1771845086.7324429
243,504,1771845086.8190224
243,506,1771845086.8190224
235,505,1771845086.8715935
240,507,1771845086.9342847
240,513,1771845086.9975939
240,515,1771845087.0500855
240,514,1771845087.0500855
242,521,1771845087.123558
243,522,1771845087.176265
243,525,1771845087.2396004
245,463,1771845087.3029857
242,525,1771845087.3029857
240,528,1771845087.3664186
240,534,1771845087.429583
239,532,1771845087.5036077
240,534,1771845087.5564802
238,541,1771845087.5564802
239,537,1771845087.6388953
239,541,1771845087.683372
244,544,1771845087.7658567
242,550,1771845087.7679315
244,552,1771845087.8100545
245,553,1771845087.8815346
244,553,1771845087.9367752
240,233,1771845088.0068083
244,562,1771845088.0068083
238,560,1771845088.0633314
239,565,1771845088.126587
244,564,1771845088.190001
239,567,1771845088.2534678
241,574,1771845088.2534678
238,571,1771845088.3174796
241,574,1771845088.380982
241,575,1771845088.4525645
236,578,1771845088.5076237
236,579,1771845088.5076237
235,583,1771845088.5706096
239,585,1771845088.6338398
240,588,1771845088.7160351
240,588,1771845088.7160351
239,591,1771845088.7601905
243,595,1771845088.8326225
244,600,1771845088.882933
249,598,1771845088.9561532
247,601,1771845089.0427446
256,608,1771845089.0427446
256,605,1771845089.1247294
260,608,1771845089.1247294
263,614,1771845089.1691215
271,617,1771845089.2402608
281,615,1771845089.295156
301,618,1771845089.366554
415,620,1771845089.366554
416,621,1771845089.4216025
293,623,1771845089.4855685
279,625,1771845089.5571287
272,632,1771845089.559413
267,630,1771845089.6227887
266,632,1771845089.6854951
267,634,1771845089.7379751
270,637,1771845089.8105752
265,639,1771845089.8105752
264,641,1771845089.8820713
264,645,1771845089.9384632
265,652,1771845089.9995232
268,650,1771845090.054823
264,651,1771845090.054823
266,653,1771845090.1179254
266,659,1771845090.1813738
265,658,1771845090.2443452
262,660,1771845090.325856
261,666,1771845090.325856
264,670,1771845090.3887327
263,667,1771845090.4333537
269,669,1771845090.5160189
269,671,1771845090.5160189
270,674,1771845090.5601099
267,676,1771845090.623451
264,682,1771845090.705203
264,678,1771845090.7680051
264,682,1771845090.7680051
264,682,1771845090.8208413
264,676,1771845090.8865256
269,674,1771845090.960305
270,672,1771845091.0202482
270,669,1771845091.0202482
270,667,1771845091.0846653
270,669,1771845091.147946
266,462,1771845091.220981
261,660,1771845091.220981
262,658,1771845091.2730808
266,656,1771845091.3257473
265,653,1771845091.388527
265,652,1771845091.4938445
266,648,1771845091.4938445
269,648,1771845091.5657308
269,649,1771845091.5657308
265,646,1771845091.631217
267,639,1771845091.6839767
267,637,1771845091.7474318
265,635,1771845091.7557366
264,634,1771845091.8106675
264,632,1771845091.8740554
265,629,1771845091.9373882
264,246,1771845092.0007641
273,623,1771845092.0007641
292,627,1771845092.064262
417,618,1771845092.1275496
416,622,1771845092.1991389
301,440,1771845092.2644165
284,617,1771845092.2644165
276,615,1771845092.327649
264,609,1771845092.3809733
259,610,1771845092.4440682
257,602,1771845092.5075088
257,604,1771845092.5075088
249,602,1771845092.5706868
247,597,1771845092.6765976
245,593,1771845092.6765976
243,592,1771845092.7276943
241,593,1771845092.7825117
239,588,1771845092.853684
240,584,1771845092.853684
240,586,1771845092.9087067
235,585,1771845092.9806058
236,577,1771845093.043715
241,579,1771845093.1093628
241,574,1771845093.1093628
238,576,1771845093.1707728
241,570,1771845093.2144737
240,567,1771845093.285699
241,563,1771845093.340839
244,567,1771845093.4037786
244,564,1771845093.4037786
240,556,1771845093.4752967
239,555,1771845093.5303342
240,553,1771845093.5935562
239,549,1771845093.6652157
245,553,1771845093.6652157
243,546,1771845093.7193918
245,548,1771845093.7826471
245,540,1771845093.845553
243,539,1771845093.8536272
239,537,1771845093.9300115
240,539,1771845093.9827797
242,537,1771845094.0461733
240,530,1771845094.1069021
239,528,1771845094.1091955
238,530,1771845094.172471
244,527,1771845094.225237
244,521,1771845094.2778666
243,523,1771845094.3307462
243,521,1771845094.3941593
244,518,1771845094.3941593
239,516,1771845094.4575627
239,509,1771845094.4998279
240,511,1771845094.542062
240,505,1771845094.6055143
243,507,1771845094.668884
243,508,1771845094.732149
240,502,1771845094.7955284
240,500,1771845094.7955284
243,493,1771845094.8594174
244,491,1771845094.9227178
243,494,1771845094.9860039
247,350,1771845095.0494888
249,484,1771845095.0494888
259,486,1771845095.1445973
262,483,1771845095.2056668
253,481,1771845095.2079537
247,479,1771845095.2604346
255,478,1771845095.3237748
273,476,1771845095.3953843
264,472,1771845095.4625993
254,470,1771845095.4625993
246,469,1771845095.5232074
252,466,1771845095.575651
263,464,1771845095.6391387
282,462,1771845095.6391387
283,458,1771845095.6918557
257,457,1771845095.7442043
254,454,1771845095.7945433
252,453,1771845095.838762
263,449,1771845095.891449
409,447,1771845095.9545743
246,445,1771845096.0177882
246,446,1771845096.081243
247,440,1771845096.155166
258,438,1771845096.155166
249,435,1771845096.2054749
252,433,1771845096.2582052
252,432,1771845096.3235588
402,428,1771845096.3866003
272,426,1771845096.4498317
255,424,1771845096.4498317
258,421,1771845096.5413983
402,419,1771845096.5938325
406,217,1771845096.6489544
253,416,1771845096.6572573
248,414,1771845096.7122648
241,411,1771845096.7836015
235,409,1771845096.8469982
238,407,1771845096.8495004
234,404,1771845096.9333143
234,402,1771845096.986027
236,398,1771845097.0576837
234,398,1771845097.0576837
234,394,1771845097.1126957
236,393,1771845097.1757026
234,390,1771845097.2485383
243,389,1771845097.2485383
245,386,1771845097.3018124
255,384,1771845097.3649852
282,380,1771845097.4366362
281,175,1771845097.499911
276,377,1771845097.499911
277,375,1771845097.562627
271,372,1771845097.6171987
267,370,1771845097.7014477
258,368,1771845097.7014477
261,364,1771845097.762349
257,361,1771845097.8065948
247,361,1771845097.8700511
253,358,1771845097.933402
248,356,1771845097.9968135
255,354,1771845097.9968135
262,351,1771845098.0594182
265,349,1771845098.1222596
252,347,1771845098.2065542
242,345,1771845098.2065542
243,342,1771845098.269556
247,340,1771845098.3329926
264,342,1771845098.3964388
268,335,1771845098.3964388
253,334,1771845098.4596987
169,330,1771845098.5309246
246,328,1771845098.5859659
258,224,1771845098.6490831
283,324,1771845098.6490831
275,323,1771845098.7124639
258,323,1771845098.7755826
259,317,1771845098.8386216
259,315,1771845098.9337182
544,312,1771845098.9337182
471,310,1771845098.99492
280,309,1771845099.0584261
267,305,1771845099.0584261
268,305,1771845099.1218486
267,301,1771845099.1873217
408,298,1771845099.2504902
292,296,1771845099.3135438
287,294,1771845099.3135438
289,293,1771845099.3661697
408,291,1771845099.4295278
303,291,1771845099.4925525
286,286,1771845099.4925525
286,284,1771845099.574056
409,280,1771845099.6183124
405,278,1771845099.6895072
285,275,1771845099.7439501
291,273,1771845099.7439501
404,271,1771845099.8251965
310,274,1771845099.8822348
297,268,1771845099.949646
429,265,1771845099.986839
409,263,1771845100.0681686
322,261,1771845100.0681686
281,259,1771845100.1120377
285,256,1771845100.1753771
605,254,1771845100.2488396
562,251,1771845100.2488396
285,253,1771845100.3008482
272,247,1771845100.3644662
268,245,1771845100.4360638
268,242,1771845100.4907207
264,240,1771845100.4907207
267,237,1771845100.55369
261,234,1771845100.6170516
261,237,1771845100.6803017
264,231,1771845100.7436538
260,232,1771845100.7436538
258,226,1771845100.8150985
171,222,1771845100.8697233
258,220,1771845100.9332163
257,219,1771845100.9958413
257,217,1771845100.9958413
258,219,1771845101.0677073
258,212,1771845101.1228461
257,210,1771845101.1945522
259,206,1771845101.2495365
259,205,1771845101.2495365
260,203,1771845101.312675
257,201,1771845101.376138
257,203,1771845101.4393842
257,200,1771845101.5239162
257,198,1771845101.5239162
258,192,1771845101.5872064
259,189,1771845101.6594856
257,187,1771845101.6594856
255,185,1771845101.7136152
255,184,1771845101.7853885
259,183,1771845101.8404403
259,184,1771845101.9034123
257,185,1771845101.9034123
254,187,1771845102.008664
259,193,1771845102.05019
259,192,1771845102.05019
258,194,1771845102.1059062
259,196,1771845102.1768115
257,203,1771845102.2318738
258,199,1771845102.2943773
258,203,1771845102.2943773
259,206,1771845102.3612955
260,212,1771845102.4246156
258,210,1771845102.4772153
257,212,1771845102.5404854
257,215,1771845102.6040404
257,217,1771845102.6040404
258,223,1771845102.688385
257,222,1771845102.7518198
256,224,1771845102.7518198
258,226,1771845102.823502
240,229,1771845102.877735
260,231,1771845102.9494138
260,233,1771845103.0257432
261,236,1771845103.0257432
267,237,1771845103.0994112
261,239,1771845103.160529
264,242,1771845103.160529
269,245,1771845103.223516
268,247,1771845103.278153
272,253,1771845103.2992172
285,252,1771845103.3497956
563,254,1771845103.415671
596,256,1771845103.4789062
286,258,1771845103.5422366
280,261,1771845103.6054406
318,262,1771845103.6054406
409,264,1771845103.6663778
432,266,1771845103.7212822
294,268,1771845103.7949793
310,272,1771845103.866281
404,275,1771845103.8684516
290,277,1771845103.910739
245,278,1771845103.973625
405,280,1771845104.0454962
408,284,1771845104.09986
286,284,1771845104.09986
286,293,1771845104.1631489
154,291,1771845104.2266233
403,292,1771845104.2868004
287,295,1771845104.3495471
287,300,1771845104.4045842
291,300,1771845104.4150512
409,301,1771845104.4865685
271,303,1771845104.5522933
267,311,1771845104.5522933
266,308,1771845104.6369941
280,310,1771845104.6792896
470,312,1771845104.7634587
553,315,1771845104.805941
269,317,1771845104.8165402
258,319,1771845104.8692834
258,322,1771845104.8987179
274,325,1771845104.9433563
283,330,1771845105.016498
261,328,1771845105.0585918
247,331,1771845105.121644
245,333,1771845105.1852303
254,335,1771845105.2484515
268,337,1771845105.2484515
263,340,1771845105.3118827
247,342,1771845105.3753364
241,346,1771845105.4386153
242,347,1771845105.5015354
252,349,1771845105.5015354
264,355,1771845105.564949
261,353,1771845105.628358
256,356,1771845105.6912599
246,357,1771845105.7625458
251,361,1771845105.7625458
251,363,1771845105.8176498
256,365,1771845105.8815837
250,367,1771845105.94501
260,369,1771845105.94501
265,372,1771845106.0083575
209,373,1771845106.0799818
273,377,1771845106.135136
271,283,1771845106.1984985
282,381,1771845106.1984985
280,383,1771845106.2803633
247,386,1771845106.3248978
248,388,1771845106.3882225
243,389,1771845106.4597383
245,391,1771845106.4597383
236,394,1771845106.514104
235,396,1771845106.5653365
236,400,1771845106.628832
236,401,1771845106.7023554
235,403,1771845106.7023554
236,406,1771845106.7633061
240,407,1771845106.8179443
235,410,1771845106.881232
240,412,1771845106.8999412
240,416,1771845106.9447618
252,418,1771845107.0163188
404,421,1771845107.0796597
404,422,1771845107.1348164
260,425,1771845107.1980352
255,427,1771845107.1980352
269,428,1771845107.2693453
402,432,1771845107.3326283
253,433,1771845107.3983097
248,435,1771845107.4618404
248,439,1771845107.4618404
256,441,1771845107.5146315
254,444,1771845107.578045
247,445,1771845107.6413395
245,188,1771845107.7047777
407,449,1771845107.7047777
268,451,1771845107.7677813
256,455,1771845107.8495069
257,456,1771845107.8937004
250,454,1771845107.957082
283,462,1771845107.957082
281,464,1771845108.0204096
272,467,1771845108.083832
252,469,1771845108.15783
248,469,1771845108.15783
254,472,1771845108.2294965
265,474,1771845108.2736955
275,476,1771845108.3450718
260,275,1771845108.4005487
247,481,1771845108.4005487
252,485,1771845108.4638321
261,490,1771845108.5270689
256,484,1771845108.5987248
247,490,1771845108.5987248
249,492,1771845108.6536384
243,495,1771845108.6981688
242,495,1771845108.757481
243,495,1771845108.8286858
239,498,1771845108.88334
240,500,1771845108.9550204
243,502,1771845108.9551446
242,509,1771845109.0103214
239,511,1771845109.0736156
240,513,1771845109.136527
239,513,1771845109.2106159
240,518,1771845109.2106159
190,516,1771845109.283875
242,518,1771845109.32605
243,525,1771845109.4000716
245,523,1771845109.4526758
243,526,1771845109.4526758
238,528,1771845109.5160003
239,534,1771845109.587675
241,536,1771845109.6532607
239,534,1771845109.6613293
242,541,1771845109.7246075
241,543,1771845109.7797637
240,542,1771845109.8438406
243,378,1771845109.9010513
243,551,1771845109.9010513
244,553,1771845109.9726257
245,554,1771845110.0381212
244,557,1771845110.0991566
240,556,1771845110.1014566
241,557,1771845110.1543052
239,560,1771845110.2176955
245,561,1771845110.2806628
244,569,1771845110.343876
241,566,1771845110.343876
238,569,1771845110.4071853
147,576,1771845110.4785764
240,573,1771845110.5441334
241,581,1771845110.5441334
237,580,1771845110.6577249
235,579,1771845110.7105083
239,582,1771845110.7740045
239,589,1771845110.829098
240,586,1771845110.900309
239,596,1771845110.9549816
245,594,1771845111.00639
243,598,1771845111.00639
247,599,1771845111.088271
253,601,1771845111.1326814
256,609,1771845111.1960824
256,611,1771845111.2592437
259,613,1771845111.2592437
263,616,1771845111.32211
276,614,1771845111.3936448
285,616,1771845111.4379606
301,618,1771845111.5011213
416,417,1771845111.5644944
417,622,1771845111.5644944
284,628,1771845111.635693
270,627,1771845111.7012956
266,633,1771845111.7851872
266,632,1771845111.7851872
264,637,1771845111.8461776
267,640,1771845111.9012594
270,637,1771845111.9752524
264,646,1771845111.9752524
267,642,1771845112.0280387
265,649,1771845112.0995035
269,647,1771845112.1545541
265,651,1771845112.2179468
265,656,1771845112.2179468
263,654,1771845112.2893143
265,656,1771845112.3528218
261,663,1771845112.4267902
261,662,1771845112.4267902
162,665,1771845112.479662
263,670,1771845112.5451734
269,672,1771845112.6086347
269,290,1771845112.6614428
269,672,1771845112.6718953
269,675,1771845112.7247944
270,677,1771845112.7963502
263,679,1771845112.8510396
264,570,1771845112.9143326
264,678,1771845112.9143326
263,682,1771845112.9979298
264,680,1771845113.0401287
269,673,1771845113.1032891
269,671,1771845113.1642587
270,669,1771845113.2071064
269,666,1771845113.2071064
265,665,1771845113.269907
265,663,1771845113.3435104
262,659,1771845113.3961518
265,658,1771845113.4600365
259,656,1771845113.4600365
266,652,1771845113.523044
264,650,1771845113.5857158
265,652,1771845113.659656
271,289,1771845113.7125099
264,645,1771845113.7125099
267,641,1771845113.776205
265,643,1771845113.847939
267,636,1771845113.9031549
270,452,1771845113.9664342
266,631,1771845113.9664342
266,629,1771845114.050427
266,627,1771845114.0921087
272,625,1771845114.1979678
279,623,1771845114.2611485
298,624,1771845114.2611485
411,623,1771845114.2611485
305,617,1771845114.3321352
297,613,1771845114.387079
281,617,1771845114.4503844
272,614,1771845114.51388
260,612,1771845114.51388
255,605,1771845114.585721
257,601,1771845114.64673
257,600,1771845114.7123864
252,602,1771845114.775088
247,596,1771845114.775088
242,594,1771845114.851203
245,590,1771845114.9146357
240,593,1771845114.9146357
238,587,1771845114.978254
240,589,1771845115.0499017
239,582,1771845115.104931
235,423,1771845115.1683567
241,582,1771845115.1764174
238,576,1771845115.2313097
241,573,1771845115.3045368
240,571,1771845115.3669531
241,567,1771845115.3670714
240,566,1771845115.4292185
241,568,1771845115.4713984
238,562,1771845115.5345292
244,559,1771845115.5872009
245,560,1771845115.6501915
245,559,1771845115.713522
244,552,1771845115.713522
244,549,1771845115.7769156
244,548,1771845115.8401628
245,548,1771845115.9036348
243,547,1771845115.9670558
245,545,1771845115.9670558
243,543,1771845116.0094588
245,535,1771845116.0728867
244,534,1771845116.1232755
245,536,1771845116.17772
241,532,1771845116.2515779
239,531,1771845116.3041553
240,529,1771845116.3675628
242,522,1771845116.3675628
243,525,1771845116.4310474
243,518,1771845116.4944282
243,516,1771845116.557893
239,513,1771845116.557893
239,515,1771845116.6296184
238,509,1771845116.6928866
239,512,1771845116.7585328
239,396,1771845116.8219113
239,507,1771845116.8219113
243,505,1771845116.8830295
243,501,1771845116.938427
245,503,1771845117.0102804
244,497,1771845117.0102804
242,496,1771845117.0738978
243,492,1771845117.1372685
243,490,1771845117.2005103
249,487,1771845117.2553873
265,481,1771845117.2553873
255,483,1771845117.3267522
253,476,1771845117.3818395
246,480,1771845117.4536145
259,334,1771845117.5091486
269,473,1771845117.5091486
260,471,1771845117.561239
254,469,1771845117.613578
247,463,1771845117.674745
259,466,1771845117.7192428
273,462,1771845117.7824638
287,459,1771845117.803618
278,459,1771845117.8564668
249,455,1771845117.9093678
256,454,1771845117.9830582
257,451,1771845118.0436354
277,450,1771845118.1200156
312,446,1771845118.1200156
243,444,1771845118.1909528
