Distance_cm,Timestamp
319,1774017161.5267177
318,1774017161.6190293
321,1774017161.7110357
320,1774017161.8030047
323,1774017161.894946
318,1774017161.9868982
317,1774017162.078831
316,1774017162.170768
321,1774017162.2626936
320,1774017162.3546195
319,1774017162.446676
321,1774017162.5387387
319,1774017162.630705
323,1774017162.7226503
322,1774017162.814572
319,1774017162.906512
320,1774017162.9984677
318,1774017163.0903864
322,1774017163.1823018
322,1774017163.2742033
324,1774017163.366111
320,1774017163.4581409
320,1774017163.550193
324,1774017163.6421955
319,1774017163.734134
317,1774017163.8260581
322,1774017163.917971
323,1774017164.0098848
328,1774017164.1017997
321,1774017164.1937094
319,1774017164.2856257
317,1774017164.3775408
316,1774017164.469552
314,1774017164.5615416
318,1774017164.6534688
318,1774017164.7453725
319,1774017164.837279
314,1774017164.9292011
314,1774017165.0211039
317,1774017165.1130183
316,1774017165.204911
316,1774017165.2968042
313,1774017165.3887053
314,1774017165.4806764
312,1774017165.5726676
313,1774017165.664594
309,1774017165.7797139
306,1774017165.9261644
308,1774017166.0729268
306,1774017166.2197385
307,1774017166.3665013
300,1774017166.5135217
300,1774017166.6604106
299,1774017166.80718
297,1774017166.9539828
293,1774017167.1007388
293,1774017167.2475152
289,1774017167.3942847
285,1774017167.5413346
290,1774017167.6881928
291,1774017167.8349411
285,1774017167.9817076
283,1774017168.1284351
280,1774017168.2751675
282,1774017168.422038
281,1774017168.568972
274,1774017168.7157571
277,1774017168.8625317
276,1774017169.0094206
273,1774017169.1563046
274,1774017169.3030705
268,1774017169.4463496
268,1774017169.5796616
267,1774017169.7246795
266,1774017169.8717668
268,1774017170.0188286
264,1774017170.1658185
264,1774017170.312879
266,1774017170.459134
264,1774017170.598779
263,1774017170.7456152
265,1774017170.892335
258,1774017171.0393023
261,1774017171.186039
261,1774017171.3328037
261,1774017171.478809
260,1774017171.6170557
258,1774017171.7638268
256,1774017171.910826
254,1774017172.057776
258,1774017172.2045677
258,1774017172.35131
252,1774017172.498324
252,1774017172.6348794
252,1774017172.7818391
252,1774017172.9288542
251,1774017173.0757942
251,1774017173.2227101
253,1774017173.369665
251,1774017173.5067189
250,1774017173.6535037
249,1774017173.8002715
248,1774017173.9475622
249,1774017174.0945556
248,1774017174.2417102
249,1774017174.388486
244,1774017174.526355
251,1774017174.672231
248,1774017174.8192675
247,1774017174.9663093
245,1774017175.1130846
247,1774017175.26012
249,1774017175.4092176
248,1774017175.5489075
249,1774017175.6939318
245,1774017175.8410444
247,1774017175.9881065
251,1774017176.1348727
249,1774017176.2818117
250,1774017176.4282517
249,1774017176.5667481
249,1774017176.7135022
252,1774017176.8602161
254,1774017177.0072093
252,1774017177.1539516
252,1774017177.300891
250,1774017177.4477866
255,1774017177.5949585
248,1774017177.7420228
254,1774017177.8891137
254,1774017178.0358973
257,1774017178.1826286
252,1774017178.3293216
253,1774017178.4761443
254,1774017178.622961
255,1774017178.7696636
255,1774017178.9163537
252,1774017179.063052
253,1774017179.2097692
253,1774017179.3564436
255,1774017179.5033994
252,1774017179.650275
252,1774017179.7970529
254,1774017179.9437442
251,1774017180.0904946
247,1774017180.2372396
252,1774017180.3838964
249,1774017180.5307171
249,1774017180.6775224
249,1774017180.824195
254,1774017180.9708643
249,1774017181.1175637
248,1774017181.2643118
243,1774017181.411155
250,1774017181.5584989
247,1774017181.6949277
249,1774017181.8416486
246,1774017181.9883866
246,1774017182.1350613
245,1774017182.2817035
245,1774017182.4285252
246,1774017182.5753648
245,1774017182.7220457
247,1774017182.8688245
244,1774017183.01556
246,1774017183.1622589
243,1774017183.3089988
241,1774017183.4558673
242,1774017183.602821
245,1774017183.749627
244,1774017183.8963323
245,1774017184.0430305
244,1774017184.1897118
242,1774017184.3364677
240,1774017184.4833803
238,1774017184.630182
239,1774017184.776851
239,1774017184.9235256
241,1774017185.0702522
240,1774017185.2169328
243,1774017185.3636231
240,1774017185.5104687
243,1774017185.657328
242,1774017185.804391
234,1774017185.9513912
237,1774017186.0983732
238,1774017186.2450674
237,1774017186.3921325
238,1774017186.532531
236,1774017186.6758363
237,1774017186.8228934
237,1774017186.9699
235,1774017187.1169088
236,1774017187.2638242
239,1774017187.4109397
237,1774017187.557869
232,1774017187.7052274
240,1774017187.8523257
234,1774017187.9993765
236,1774017188.1463869
233,1774017188.293267
236,1774017188.4402642
238,1774017188.587122
238,1774017188.7338097
238,1774017188.8805394
234,1774017189.0272982
238,1774017189.1739547
234,1774017189.3206108
235,1774017189.4675934
238,1774017189.6042125
234,1774017189.7509422
237,1774017189.8976839
233,1774017190.0443645
234,1774017190.1910088
237,1774017190.3376327
236,1774017190.4845822
236,1774017190.6179545
232,1774017190.76467
234,1774017190.9114168
238,1774017191.0581164
240,1774017191.2048852
232,1774017191.351607
234,1774017191.4919524
232,1774017191.635012
237,1774017191.7817974
241,1774017191.9286058
236,1774017192.0755827
236,1774017192.2223005
236,1774017192.3691618
232,1774017192.5111804
237,1774017192.6531532
234,1774017192.7999084
236,1774017192.9466884
233,1774017193.0934894
233,1774017193.2401896
233,1774017193.3869474
235,1774017193.5295603
235,1774017193.67107
236,1774017193.8178158
232,1774017193.9646273
233,1774017194.1113822
237,1774017194.258161
236,1774017194.4050221
237,1774017194.539434
238,1774017194.6862645
236,1774017194.8330524
234,1774017194.9797893
238,1774017195.126514
239,1774017195.2732663
236,1774017195.4200408
234,1774017195.567053
233,1774017195.7139056
237,1774017195.8605995
232,1774017196.0073543
237,1774017196.1540654
237,1774017196.3008518
235,1774017196.4478433
236,1774017196.5948176
240,1774017196.7415001
236,1774017196.8881693
232,1774017197.0348864
235,1774017197.1815634
234,1774017197.3282094
236,1774017197.4750433
234,1774017197.6218796
238,1774017197.7686222
237,1774017197.915308
233,1774017198.062053
235,1774017198.208863
240,1774017198.3555567
231,1774017198.5023863
233,1774017198.6492996
234,1774017198.7959898
238,1774017198.9426517
235,1774017199.0894551
236,1774017199.2361257
234,1774017199.3827834
239,1774017199.5298584
236,1774017199.664357
234,1774017199.8110774
238,1774017199.9578269
235,1774017200.1045928
237,1774017200.2513094
232,1774017200.3980749
232,1774017200.5382104
237,1774017200.6812909
235,1774017200.8281128
229,1774017200.974917
234,1774017201.121662
235,1774017201.268347
235,1774017201.4152036
236,1774017201.562117
237,1774017201.70889
236,1774017201.8555832
239,1774017202.002308
236,1774017202.1490839
234,1774017202.29578
238,1774017202.4427693
232,1774017202.5896463
238,1774017202.7363992
235,1774017202.8831196
232,1774017203.0298605
233,1774017203.1765635
239,1774017203.3232827
232,1774017203.4702892
236,1774017203.6071389
235,1774017203.7538614
231,1774017203.9006119
235,1774017204.04733
236,1774017204.194065
232,1774017204.3408022
238,1774017204.4898827
232,1774017204.6254683
232,1774017204.7721682
234,1774017204.918925
235,1774017205.0656652
236,1774017205.2123528
241,1774017205.3591313
237,1774017205.4960496
235,1774017205.6426957
236,1774017205.7894492
235,1774017205.9362097
237,1774017206.082911
239,1774017206.2296264
237,1774017206.3763745
238,1774017206.5149195
238,1774017206.6597054
239,1774017206.8063874
236,1774017206.95319
236,1774017207.0998836
235,1774017207.2465246
240,1774017207.3932674
236,1774017207.53251
235,1774017207.6772223
238,1774017207.8239753
238,1774017207.9707744
234,1774017208.1175146
239,1774017208.2641916
236,1774017208.4110947
235,1774017208.55034
234,1774017208.6941314
237,1774017208.840838
235,1774017208.98754
237,1774017209.1342895
232,1774017209.2809796
236,1774017209.4283454
240,1774017209.5667903
239,1774017209.7134979
236,1774017209.8602
238,1774017210.0069478
240,1774017210.153656
236,1774017210.3003218
238,1774017210.4473052
234,1774017210.5941815
236,1774017210.7409234
235,1774017210.887659
234,1774017211.034428
238,1774017211.1811972
237,1774017211.3278792
239,1774017211.4752352
241,1774017211.6122315
241,1774017211.7589571
238,1774017211.9057088
236,1774017212.052446
241,1774017212.1991339
241,1774017212.3457868
235,1774017212.4927478
239,1774017212.628292
242,1774017212.7750342
238,1774017212.921795
239,1774017213.0685203
241,1774017213.2151926
241,1774017213.3618956
237,1774017213.4991732
240,1774017213.6456738
239,1774017213.7923899
239,1774017213.93914
241,1774017214.0858638
240,1774017214.232563
242,1774017214.3793185
243,1774017214.5191596
240,1774017214.6647897
238,1774017214.8114493
237,1774017214.9581707
242,1774017215.1049955
239,1774017215.2517111
238,1774017215.3983967
238,1774017215.5384758
242,1774017215.681897
237,1774017215.8286223
239,1774017215.9755552
239,1774017216.1222963
239,1774017216.26907
243,1774017216.415611
240,1774017216.552885
242,1774017216.699689
241,1774017216.8464444
240,1774017216.9932475
240,1774017217.139971
240,1774017217.2866454
238,1774017217.435151
237,1774017217.5707831
238,1774017217.7176638
236,1774017217.8644018
239,1774017218.0111482
240,1774017218.1578946
239,1774017218.3046384
237,1774017218.4517505
239,1774017218.5863442
237,1774017218.7334456
240,1774017218.8801322
234,1774017219.026911
236,1774017219.1736763
239,1774017219.3203855
236,1774017219.4676297
241,1774017219.6018374
242,1774017219.748632
242,1774017219.895395
240,1774017220.0421288
240,1774017220.1889198
239,1774017220.335693
243,1774017220.4766855
241,1774017220.6197202
242,1774017220.76648
235,1774017220.913278
236,1774017221.0600307
239,1774017221.2067986
237,1774017221.3534849
240,1774017221.5004365
239,1774017221.64731
233,1774017221.7941148
237,1774017221.9409611
239,1774017222.0877814
239,1774017222.234507
238,1774017222.381287
235,1774017222.5283968
240,1774017222.675331
236,1774017222.822102
239,1774017222.968944
240,1774017223.115758
235,1774017223.2625084
237,1774017223.4097366
238,1774017223.545548
236,1774017223.6924226
238,1774017223.8392043
238,1774017223.986
235,1774017224.132813
235,1774017224.2795506
239,1774017224.4265816
