Distance_cm,Timestamp
30,1774010935.8116496
30,1774010935.8505943
30,1774010935.8894346
30,1774010935.928279
30,1774010935.967157
30,1774010936.0059779
30,1774010936.0447931
30,1774010936.0836437
30,1774010936.1224966
30,1774010936.161346
30,1774010936.2001722
30,1774010936.2390378
30,1774010936.2778566
30,1774010936.3166614
30,1774010936.3554506
30,1774010936.3942451
30,1774010936.433075
30,1774010936.4718852
30,1774010936.5107064
30,1774010936.5495543
30,1774010936.5884633
30,1774010936.6275227
30,1774010936.6664212
30,1774010936.7053003
30,1774010936.7441313
30,1774010936.7830207
30,1774010936.8218482
30,1774010936.8607247
30,1774010936.8995624
30,1774010936.9383805
30,1774010936.9772184
30,1774010937.0160363
30,1774010937.0549078
30,1774010937.0937605
30,1774010937.132555
30,1774010937.171398
30,1774010937.2102098
30,1774010937.2490358
30,1774010937.2878463
30,1774010937.326684
30,1774010937.3655086
30,1774010937.4043717
30,1774010937.4432406
30,1774010937.4820633
30,1774010937.520856
30,1774010937.5596707
30,1774010937.598599
30,1774010937.6376092
30,1774010937.6765015
30,1774010937.715359
30,1774010937.7542043
30,1774010937.793034
30,1774010937.8318713
30,1774010937.8707
30,1774010937.9095333
30,1774010937.9483974
30,1774010937.987228
30,1774010938.026055
30,1774010938.0648696
30,1774010938.103697
30,1774010938.1425364
30,1774010938.1813524
30,1774010938.2201726
30,1774010938.2590406
30,1774010938.2978573
30,1774010938.3367262
30,1774010938.3755283
30,1774010938.4143336
30,1774010938.4531627
30,1774010938.4919922
30,1774010938.5308204
30,1774010938.5696561
30,1774010938.6087515
30,1774010938.6477203
30,1774010938.6866145
30,1774010938.7254539
30,1774010938.7642896
30,1774010938.803177
30,1774010938.84199
30,1774010938.8808165
30,1774010938.9196508
30,1774010938.9584882
30,1774010938.9973679
30,1774010939.036209
30,1774010939.0751116
30,1774010939.1139488
30,1774010939.1527946
30,1774010939.1916158
30,1774010939.2304451
30,1774010939.2692695
30,1774010939.3081033
30,1774010939.346953
30,1774010939.385771
30,1774010939.4246104
30,1774010939.4634347
30,1774010939.5022717
30,1774010939.5411375
30,1774010939.5800602
30,1774010939.6191723
30,1774010939.658151
30,1774010939.696209
30,1774010939.7319307
30,1774010939.7675815
30,1774010939.8046446
30,1774010939.843505
30,1774010939.8823485
30,1774010939.9211848
30,1774010939.9600039
30,1774010939.998839
30,1774010940.0376763
30,1774010940.0765095
30,1774010940.1153421
30,1774010940.154201
30,1774010940.19303
30,1774010940.2318234
30,1774010940.2706661
30,1774010940.3095384
30,1774010940.3484013
30,1774010940.387221
30,1774010940.426049
30,1774010940.464865
30,1774010940.5036848
30,1774010940.542499
30,1774010940.5813732
30,1774010940.6204298
30,1774010940.659423
30,1774010940.6983168
30,1774010940.7372053
30,1774010940.776032
30,1774010940.814858
30,1774010940.853736
30,1774010940.8925786
30,1774010940.9314091
30,1774010940.9702632
30,1774010941.0090463
30,1774010941.0478587
30,1774010941.0866866
30,1774010941.125509
30,1774010941.1643977
30,1774010941.2032256
30,1774010941.2420352
30,1774010941.2808464
30,1774010941.3196645
30,1774010941.3584785
30,1774010941.3973
30,1774010941.436127
30,1774010941.474994
30,1774010941.5138972
30,1774010941.5527859
30,1774010941.5916638
30,1774010941.6307294
30,1774010941.669625
30,1774010941.7085116
30,1774010941.7473495
30,1774010941.7861404
30,1774010941.82496
30,1774010941.8637898
30,1774010941.9026225
30,1774010941.9414835
30,1774010941.980318
30,1774010942.0191853
30,1774010942.0579922
30,1774010942.0968132
30,1774010942.1356483
30,1774010942.174479
30,1774010942.2132947
30,1774010942.252114
30,1774010942.290975
30,1774010942.32979
30,1774010942.3686187
30,1774010942.4074433
30,1774010942.4462695
30,1774010942.4850945
30,1774010942.52391
30,1774010942.5627408
30,1774010942.601692
30,1774010942.6407125
30,1774010942.6796145
