Distance_cm,Timestamp
234,1774014857.7625005
238,1774014857.9346952
236,1774014858.1067705
238,1774014858.27874
236,1774014858.450674
234,1774014858.622567
235,1774014858.7944946
237,1774014858.9665594
233,1774014859.1385193
238,1774014859.3104594
240,1774014859.482364
241,1774014859.6542563
234,1774014859.8261805
236,1774014859.998297
243,1774014860.1702843
235,1774014860.342255
237,1774014860.5142424
236,1774014860.6861248
239,1774014860.8580194
239,1774014861.0299473
238,1774014861.201974
237,1774014861.3739364
232,1774014861.5458014
237,1774014861.7176816
241,1774014861.8895807
238,1774014862.1161547
242,1774014862.3430839
236,1774014862.5699663
240,1774014862.7967312
239,1774014863.0238767
240,1774014863.250764
243,1774014863.477596
241,1774014863.704326
242,1774014863.931222
241,1774014864.158263
242,1774014864.3851106
240,1774014864.6118734
239,1774014864.838704
242,1774014865.0656111
234,1774014865.292461
238,1774014865.519345
235,1774014865.7464087
239,1774014865.9734347
237,1774014866.200475
235,1774014866.4274144
236,1774014866.6542015
239,1774014866.8810115
236,1774014867.1079986
237,1774014867.3348372
236,1774014867.5616431
231,1774014867.788386
234,1774014868.0154681
231,1774014868.242428
237,1774014868.4693983
235,1774014868.6962256
236,1774014868.9230742
236,1774014869.150019
227,1774014869.3769834
241,1774014869.6038158
237,1774014869.8307078
233,1774014870.0576222
235,1774014870.2845888
236,1774014870.511349
234,1774014870.738127
236,1774014870.9657784
238,1774014871.1889644
239,1774014871.4158633
239,1774014871.6426163
245,1774014871.869471
244,1774014872.096616
239,1774014872.3236382
244,1774014872.5505984
243,1774014872.7773836
241,1774014873.0043473
243,1774014873.231294
237,1774014873.4581537
244,1774014873.6849616
244,1774014873.9118044
243,1774014874.1386867
238,1774014874.3655772
243,1774014874.5924783
241,1774014874.8192132
239,1774014875.0461783
240,1774014875.273097
239,1774014875.49996
235,1774014875.7267892
237,1774014875.9537687
236,1774014876.180791
236,1774014876.407652
239,1774014876.6345048
240,1774014876.861313
239,1774014877.088141
240,1774014877.3150659
240,1774014877.5418181
239,1774014877.7686393
239,1774014877.9954824
236,1774014878.2228317
236,1774014878.449965
241,1774014878.6769176
235,1774014878.904199
238,1774014879.1314495
236,1774014879.358405
239,1774014879.585414
242,1774014879.812145
238,1774014880.0392942
237,1774014880.266511
237,1774014880.4935157
239,1774014880.7204933
239,1774014880.9476016
240,1774014881.17479
238,1774014881.4017937
243,1774014881.6289036
240,1774014881.8559608
246,1774014882.0830576
248,1774014882.3102777
243,1774014882.5373104
244,1774014882.7642822
247,1774014882.9914782
246,1774014883.2184813
243,1774014883.4457984
242,1774014883.6730328
246,1774014883.90005
244,1774014884.1155465
239,1774014884.3429377
240,1774014884.5700307
235,1774014884.797
237,1774014885.0242448
235,1774014885.2516727
236,1774014885.4788535
231,1774014885.7059515
229,1774014885.9331918
231,1774014886.1604724
229,1774014886.3876529
235,1774014886.6149797
232,1774014886.8419924
231,1774014887.0691094
228,1774014887.296008
229,1774014887.5232863
231,1774014887.7502065
230,1774014887.9773831
232,1774014888.2046018
234,1774014888.4316704
231,1774014888.6587443
230,1774014888.8854015
232,1774014889.112625
233,1774014889.3400612
232,1774014889.5673535
233,1774014889.7946727
234,1774014890.022294
236,1774014890.24972
231,1774014890.4768624
232,1774014890.704047
237,1774014890.9311285
238,1774014891.158119
238,1774014891.3849823
241,1774014891.6118293
239,1774014891.8386354
241,1774014892.0656564
245,1774014892.2925668
239,1774014892.5193162
241,1774014892.7461717
239,1774014892.9730988
242,1774014893.2000582
238,1774014893.427303
239,1774014893.6542466
240,1774014893.8809438
242,1774014894.10787
236,1774014894.3348336
244,1774014894.5617378
236,1774014894.788564
237,1774014895.0150428
238,1774014895.236827
241,1774014895.4584014
243,1774014895.6799724
242,1774014895.9016926
242,1774014896.124118
245,1774014896.3464763
244,1774014896.5687437
251,1774014896.7909937
249,1774014897.0134096
251,1774014897.2363482
248,1774014897.4590828
254,1774014897.6818695
250,1774014897.9046252
256,1774014898.1280103
260,1774014898.3514726
260,1774014898.5748606
259,1774014898.7981074
265,1774014899.0217063
271,1774014899.2455733
265,1774014899.4693406
273,1774014899.6930814
271,1774014899.916764
272,1774014900.140968
277,1774014900.3651953
280,1774014900.5892239
284,1774014900.8133261
285,1774014901.037622
288,1774014901.2622461
285,1774014901.486683
297,1774014901.7110953
295,1774014901.935691
